file	TP	FP	FN	P	R	F1
rosetta_v06_00758_Lah-numbers_lah-numbers	11	38	1	0.224	0.917	0.361
rosetta_v06_00333_Create-an-object-at-a-given-address_create-an-object-at-a-given-address-1	9	5	1	0.643	0.900	0.750
rosetta_v06_00747_Knapsack-problem-Unbounded_knapsack-problem-unbounded	8	16	1	0.333	0.889	0.485
rosetta_v06_01576_Water-collected-between-towers_water-collected-between-towers	11	43	1	0.204	0.917	0.333
rosetta_v06_00206_CUSIP_cusip	10	67	1	0.130	0.909	0.227
rosetta_v06_00466_Exponentiation-order_exponentiation-order	9	5	1	0.643	0.900	0.750
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	10	35	1	0.222	0.909	0.357
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	12	41	1	0.226	0.923	0.364
rosetta_v06_00393_Dot-product_dot-product	10	13	1	0.435	0.909	0.588
rosetta_v06_01266_Set-consolidation_set-consolidation-1	11	21	1	0.344	0.917	0.500
rosetta_v06_01287_Sierpinski-triangle-Graphical_sierpinski-triangle-graphical	13	35	1	0.271	0.929	0.419
rosetta_v06_00600_Golden-ratio-Convergence_golden-ratio-convergence	7	6	1	0.538	0.875	0.667
rosetta_v06_01130_Pseudo-random-numbers-Middle-square-method_pseudo-random-numbers-middle-square-method	10	9	1	0.526	0.909	0.667
rosetta_v06_01098_Pragmatic-directives_pragmatic-directives	9	7	1	0.562	0.900	0.692
rosetta_v06_00940_N-queens-problem_n-queens-problem-4	10	25	1	0.286	0.909	0.435
rosetta_v06_01494_Tonelli-Shanks-algorithm_tonelli-shanks-algorithm-2	11	28	1	0.282	0.917	0.431
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	14	65	6	0.177	0.700	0.283
rosetta_v06_00735_Kaprekar-numbers_kaprekar-numbers-1	11	58	1	0.159	0.917	0.272
rosetta_v06_00778_Levenshtein-distance-Alignment_levenshtein-distance-alignment	10	21	1	0.323	0.909	0.476
rosetta_v06_00189_Box-the-compass_box-the-compass	9	6	1	0.600	0.900	0.720
rosetta_v06_01615_Y-combinator_y-combinator	15	10	2	0.600	0.882	0.714
rosetta_v06_01563_Verify-distribution-uniformity-Chi-squared-test_verify-distribution-uniformity-chi-squared-test-1	10	19	0	0.345	1.000	0.513
rosetta_v06_00440_Ethiopian-multiplication_ethiopian-multiplication	13	14	1	0.481	0.929	0.634
rosetta_v06_00318_Count-the-coins_count-the-coins-1	11	44	2	0.200	0.846	0.324
rosetta_v06_01590_Word-wheel_word-wheel	12	21	2	0.364	0.857	0.511
rosetta_v06_00696_Increment-a-numerical-string_increment-a-numerical-string	11	29	1	0.275	0.917	0.423
rosetta_v06_00865_Maximum-triangle-path-sum_maximum-triangle-path-sum	9	8	1	0.529	0.900	0.667
rosetta_v06_00326_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-4	9	23	1	0.281	0.900	0.429
rosetta_v06_01554_Variables_variables-1	6	2	0	0.750	1.000	0.857
rosetta_v06_00013_21-game_21-game	12	20	1	0.375	0.923	0.533
rosetta_v06_00919_Multiplication-tables_multiplication-tables	9	10	1	0.474	0.900	0.621
rosetta_v06_01436_Sum-to-100_sum-to-100-1	15	179	1	0.077	0.938	0.143
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	13	58	1	0.183	0.929	0.306
rosetta_v06_01466_Terminal-control-Inverse-video_terminal-control-inverse-video	9	6	1	0.600	0.900	0.720
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	11	25	1	0.306	0.917	0.458
rosetta_v06_00061_Anagrams_anagrams-1	12	47	1	0.203	0.923	0.333
rosetta_v06_00864_Matrix-transposition_matrix-transposition-2	11	30	1	0.268	0.917	0.415
rosetta_v06_01209_Rock-paper-scissors_rock-paper-scissors-1	10	12	1	0.455	0.909	0.606
rosetta_v06_01516_Two-bullet-roulette_two-bullet-roulette	10	29	1	0.256	0.909	0.400
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	11	12	1	0.478	0.917	0.629
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	9	9	1	0.500	0.900	0.643
rosetta_v06_01508_Trigonometric-functions_trigonometric-functions	9	7	1	0.562	0.900	0.692
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	26	90	2	0.224	0.929	0.361
rosetta_v06_00501_Fibonacci-word_fibonacci-word	13	18	1	0.419	0.929	0.578
rosetta_v06_01518_UPC_upc	13	60	1	0.178	0.929	0.299
rosetta_v06_01309_Smarandache-prime-digital-sequence_smarandache-prime-digital-sequence	11	48	1	0.186	0.917	0.310
