program	opt	functions	instrs
rosetta_v06_00609_Gotchas_gotchas-11	O1	11	73
rosetta_v06_00609_Gotchas_gotchas-11	O2	11	76
rosetta_v06_00609_Gotchas_gotchas-11	O3	11	76
rosetta_v06_00610_Gotchas_gotchas-7	O0	7	65
rosetta_v06_00610_Gotchas_gotchas-7	O1	7	62
rosetta_v06_00610_Gotchas_gotchas-7	O2	7	63
rosetta_v06_00610_Gotchas_gotchas-7	O3	7	63
rosetta_v06_00611_Gotchas_gotchas-8	O0	7	66
rosetta_v06_00611_Gotchas_gotchas-8	O1	7	62
rosetta_v06_00611_Gotchas_gotchas-8	O2	7	63
rosetta_v06_00611_Gotchas_gotchas-8	O3	7	63
rosetta_v06_00615_Gray-code_gray-code-1	O0	8	82
rosetta_v06_00615_Gray-code_gray-code-1	O1	8	74
rosetta_v06_00615_Gray-code_gray-code-1	O2	8	75
rosetta_v06_00615_Gray-code_gray-code-1	O3	8	75
rosetta_v06_00620_Grayscale-image_grayscale-image-5	O0	6	60
rosetta_v06_00620_Grayscale-image_grayscale-image-5	O1	6	60
rosetta_v06_00620_Grayscale-image_grayscale-image-5	O2	6	60
rosetta_v06_00620_Grayscale-image_grayscale-image-5	O3	6	60
rosetta_v06_00621_Greatest-common-divisor_greatest-common-divisor-3	O0	7	133
rosetta_v06_00621_Greatest-common-divisor_greatest-common-divisor-3	O1	7	116
rosetta_v06_00621_Greatest-common-divisor_greatest-common-divisor-3	O2	7	117
rosetta_v06_00621_Greatest-common-divisor_greatest-common-divisor-3	O3	7	117
rosetta_v06_00622_Greatest-common-divisor_greatest-common-divisor-2	O0	7	78
rosetta_v06_00622_Greatest-common-divisor_greatest-common-divisor-2	O1	7	73
rosetta_v06_00622_Greatest-common-divisor_greatest-common-divisor-2	O2	7	78
rosetta_v06_00622_Greatest-common-divisor_greatest-common-divisor-2	O3	7	78
rosetta_v06_00623_Greatest-common-divisor_greatest-common-divisor-1	O0	7	90
rosetta_v06_00623_Greatest-common-divisor_greatest-common-divisor-1	O1	7	85
rosetta_v06_00623_Greatest-common-divisor_greatest-common-divisor-1	O2	7	91
rosetta_v06_00623_Greatest-common-divisor_greatest-common-divisor-1	O3	7	91
rosetta_v06_00624_Greatest-element-of-a-list_greatest-element-of-a-list-2	O0	6	60
rosetta_v06_00624_Greatest-element-of-a-list_greatest-element-of-a-list-2	O1	6	60
rosetta_v06_00624_Greatest-element-of-a-list_greatest-element-of-a-list-2	O2	6	60
rosetta_v06_00624_Greatest-element-of-a-list_greatest-element-of-a-list-2	O3	6	60
rosetta_v06_00626_Greatest-subsequential-sum_greatest-subsequential-sum	O0	11	197
rosetta_v06_00626_Greatest-subsequential-sum_greatest-subsequential-sum	O1	11	186
rosetta_v06_00626_Greatest-subsequential-sum_greatest-subsequential-sum	O2	11	179
rosetta_v06_00626_Greatest-subsequential-sum_greatest-subsequential-sum	O3	11	179
rosetta_v06_00627_Greedy-algorithm-for-Egyptian-fractions_greedy-algorithm-for-egyptian-fractions	O0	16	365
rosetta_v06_00627_Greedy-algorithm-for-Egyptian-fractions_greedy-algorithm-for-egyptian-fractions	O1	16	312
rosetta_v06_00627_Greedy-algorithm-for-Egyptian-fractions_greedy-algorithm-for-egyptian-fractions	O2	16	338
rosetta_v06_00627_Greedy-algorithm-for-Egyptian-fractions_greedy-algorithm-for-egyptian-fractions	O3	16	370
rosetta_v06_00629_Guess-the-number_guess-the-number	O0	10	148
rosetta_v06_00629_Guess-the-number_guess-the-number	O1	10	146
rosetta_v06_00629_Guess-the-number_guess-the-number	O2	10	143
rosetta_v06_00629_Guess-the-number_guess-the-number	O3	10	143
rosetta_v06_00630_Guess-the-number-With-feedback_guess-the-number-with-feedback	O0	10	153
rosetta_v06_00630_Guess-the-number-With-feedback_guess-the-number-with-feedback	O1	10	152
rosetta_v06_00630_Guess-the-number-With-feedback_guess-the-number-with-feedback	O2	10	147
rosetta_v06_00630_Guess-the-number-With-feedback_guess-the-number-with-feedback	O3	10	147
rosetta_v06_00631_Guess-the-number-With-feedback-player-_guess-the-number-with-feedback-player--1	O0	10	150
rosetta_v06_00631_Guess-the-number-With-feedback-player-_guess-the-number-with-feedback-player--1	O1	10	138
rosetta_v06_00631_Guess-the-number-With-feedback-player-_guess-the-number-with-feedback-player--1	O2	10	145
rosetta_v06_00631_Guess-the-number-With-feedback-player-_guess-the-number-with-feedback-player--1	O3	10	145
rosetta_v06_00632_Guess-the-number-With-feedback-player-_guess-the-number-with-feedback-player--2	O0	12	204
rosetta_v06_00632_Guess-the-number-With-feedback-player-_guess-the-number-with-feedback-player--2	O1	12	201
rosetta_v06_00632_Guess-the-number-With-feedback-player-_guess-the-number-with-feedback-player--2	O2	12	226
