program	opt	functions	instrs
rosetta_v06_00960_Non-continuous-subsequences_non-continuous-subsequences-2	O0	11	161
rosetta_v06_00960_Non-continuous-subsequences_non-continuous-subsequences-2	O1	11	166
rosetta_v06_00960_Non-continuous-subsequences_non-continuous-subsequences-2	O2	11	211
rosetta_v06_00960_Non-continuous-subsequences_non-continuous-subsequences-2	O3	11	197
rosetta_v06_00961_Non-decimal-radices-Convert_non-decimal-radices-convert	O0	12	226
rosetta_v06_00961_Non-decimal-radices-Convert_non-decimal-radices-convert	O1	12	209
rosetta_v06_00961_Non-decimal-radices-Convert_non-decimal-radices-convert	O2	12	194
rosetta_v06_00961_Non-decimal-radices-Convert_non-decimal-radices-convert	O3	12	194
rosetta_v06_00962_Non-decimal-radices-Input_non-decimal-radices-input-1	O0	10	124
rosetta_v06_00962_Non-decimal-radices-Input_non-decimal-radices-input-1	O1	10	119
rosetta_v06_00962_Non-decimal-radices-Input_non-decimal-radices-input-1	O2	10	115
rosetta_v06_00962_Non-decimal-radices-Input_non-decimal-radices-input-1	O3	10	115
rosetta_v06_00963_Non-decimal-radices-Input_non-decimal-radices-input-2	O0	10	160
rosetta_v06_00963_Non-decimal-radices-Input_non-decimal-radices-input-2	O1	10	136
rosetta_v06_00963_Non-decimal-radices-Input_non-decimal-radices-input-2	O2	11	141
rosetta_v06_00963_Non-decimal-radices-Input_non-decimal-radices-input-2	O3	11	141
rosetta_v06_00964_Non-decimal-radices-Output_non-decimal-radices-output	O0	10	94
rosetta_v06_00964_Non-decimal-radices-Output_non-decimal-radices-output	O1	10	96
rosetta_v06_00964_Non-decimal-radices-Output_non-decimal-radices-output	O2	10	98
rosetta_v06_00964_Non-decimal-radices-Output_non-decimal-radices-output	O3	10	98
rosetta_v06_00965_Nonoblock_nonoblock	O0	12	333
rosetta_v06_00965_Nonoblock_nonoblock	O1	12	295
rosetta_v06_00965_Nonoblock_nonoblock	O2	12	316
rosetta_v06_00965_Nonoblock_nonoblock	O3	12	359
rosetta_v06_00967_Nth_nth-1	O0	11	262
rosetta_v06_00967_Nth_nth-1	O1	11	231
rosetta_v06_00967_Nth_nth-1	O2	11	225
rosetta_v06_00967_Nth_nth-1	O3	11	382
rosetta_v06_00968_Nth-root_nth-root	O0	10	169
rosetta_v06_00968_Nth-root_nth-root	O1	10	155
rosetta_v06_00968_Nth-root_nth-root	O2	10	161
rosetta_v06_00968_Nth-root_nth-root	O3	10	161
rosetta_v06_00969_Null-object_null-object	O0	10	88
rosetta_v06_00969_Null-object_null-object	O1	10	83
rosetta_v06_00969_Null-object_null-object	O2	10	85
rosetta_v06_00969_Null-object_null-object	O3	10	85
rosetta_v06_00970_Number-names_number-names	O0	13	502
rosetta_v06_00970_Number-names_number-names	O1	13	419
rosetta_v06_00970_Number-names_number-names	O2	13	459
rosetta_v06_00970_Number-names_number-names	O3	13	862
rosetta_v06_00973_Numbers-which-are-the-cube-roots-of-the-product-of-their-proper-divisors_numbers-which-are-the-cube-roots-of-the-product-of-their-proper-divisors	O0	11	218
rosetta_v06_00973_Numbers-which-are-the-cube-roots-of-the-product-of-their-proper-divisors_numbers-which-are-the-cube-roots-of-the-product-of-their-proper-divisors	O1	11	207
rosetta_v06_00973_Numbers-which-are-the-cube-roots-of-the-product-of-their-proper-divisors_numbers-which-are-the-cube-roots-of-the-product-of-their-proper-divisors	O2	11	231
rosetta_v06_00973_Numbers-which-are-the-cube-roots-of-the-product-of-their-proper-divisors_numbers-which-are-the-cube-roots-of-the-product-of-their-proper-divisors	O3	11	231
rosetta_v06_00974_Numbers-with-equal-rises-and-falls_numbers-with-equal-rises-and-falls	O0	12	220
rosetta_v06_00974_Numbers-with-equal-rises-and-falls_numbers-with-equal-rises-and-falls	O1	12	178
rosetta_v06_00974_Numbers-with-equal-rises-and-falls_numbers-with-equal-rises-and-falls	O2	12	300
rosetta_v06_00974_Numbers-with-equal-rises-and-falls_numbers-with-equal-rises-and-falls	O3	12	300
rosetta_v06_00975_Numeric-error-propagation_numeric-error-propagation	O0	15	461
rosetta_v06_00975_Numeric-error-propagation_numeric-error-propagation	O1	15	288
rosetta_v06_00975_Numeric-error-propagation_numeric-error-propagation	O2	15	329
rosetta_v06_00975_Numeric-error-propagation_numeric-error-propagation	O3	15	309
rosetta_v06_00978_Numerical-integration-Gauss-Legendre-Quadrature_numerical-integration-gauss-legendre-quadrature	O0	15	448
rosetta_v06_00978_Numerical-integration-Gauss-Legendre-Quadrature_numerical-integration-gauss-legendre-quadrature	O1	15	344
rosetta_v06_00978_Numerical-integration-Gauss-Legendre-Quadrature_numerical-integration-gauss-legendre-quadrature	O2	15	435
rosetta_v06_00978_Numerical-integration-Gauss-Legendre-Quadrature_numerical-integration-gauss-legendre-quadrature	O3	15	602
rosetta_v06_00979_Odd-word-problem_odd-word-problem	O0	11	175
rosetta_v06_00979_Odd-word-problem_odd-word-problem	O1	11	153
rosetta_v06_00979_Odd-word-problem_odd-word-problem	O2	11	168
rosetta_v06_00979_Odd-word-problem_odd-word-problem	O3	11	306
rosetta_v06_00980_Old-Russian-measure-of-length_old-russian-measure-of-length	O0	10	246
rosetta_v06_00980_Old-Russian-measure-of-length_old-russian-measure-of-length	O1	10	220
rosetta_v06_00980_Old-Russian-measure-of-length_old-russian-measure-of-length	O2	10	213
rosetta_v06_00980_Old-Russian-measure-of-length_old-russian-measure-of-length	O3	10	278
rosetta_v06_00981_Old-lady-swallowed-a-fly_old-lady-swallowed-a-fly	O0	10	130
rosetta_v06_00981_Old-lady-swallowed-a-fly_old-lady-swallowed-a-fly	O1	10	132
rosetta_v06_00981_Old-lady-swallowed-a-fly_old-lady-swallowed-a-fly	O2	10	129
rosetta_v06_00981_Old-lady-swallowed-a-fly_old-lady-swallowed-a-fly	O3	10	129
rosetta_v06_00982_One-dimensional-cellular-automata_one-dimensional-cellular-automata-3	O0	12	233
rosetta_v06_00982_One-dimensional-cellular-automata_one-dimensional-cellular-automata-3	O1	12	185
rosetta_v06_00982_One-dimensional-cellular-automata_one-dimensional-cellular-automata-3	O2	12	296
rosetta_v06_00982_One-dimensional-cellular-automata_one-dimensional-cellular-automata-3	O3	12	314
rosetta_v06_00983_One-dimensional-cellular-automata_one-dimensional-cellular-automata-2	O0	11	236
rosetta_v06_00983_One-dimensional-cellular-automata_one-dimensional-cellular-automata-2	O1	11	171
rosetta_v06_00983_One-dimensional-cellular-automata_one-dimensional-cellular-automata-2	O2	11	319
rosetta_v06_00983_One-dimensional-cellular-automata_one-dimensional-cellular-automata-2	O3	11	729
rosetta_v06_00984_One-dimensional-cellular-automata_one-dimensional-cellular-automata-1	O0	11	187
rosetta_v06_00984_One-dimensional-cellular-automata_one-dimensional-cellular-automata-1	O1	11	152
rosetta_v06_00984_One-dimensional-cellular-automata_one-dimensional-cellular-automata-1	O2	11	200
rosetta_v06_00984_One-dimensional-cellular-automata_one-dimensional-cellular-automata-1	O3	11	472
rosetta_v06_00985_One-of-n-lines-in-a-file_one-of-n-lines-in-a-file	O1	10	141
rosetta_v06_00985_One-of-n-lines-in-a-file_one-of-n-lines-in-a-file	O2	10	143
rosetta_v06_00985_One-of-n-lines-in-a-file_one-of-n-lines-in-a-file	O3	10	143
rosetta_v06_00987_Optional-parameters_optional-parameters	O0	15	714
rosetta_v06_00987_Optional-parameters_optional-parameters	O1	15	531
rosetta_v06_00987_Optional-parameters_optional-parameters	O2	15	597
rosetta_v06_00987_Optional-parameters_optional-parameters	O3	15	595
rosetta_v06_00988_Order-by-pair-comparisons_order-by-pair-comparisons	O0	12	178
rosetta_v06_00988_Order-by-pair-comparisons_order-by-pair-comparisons	O1	12	167
rosetta_v06_00988_Order-by-pair-comparisons_order-by-pair-comparisons	O2	12	167
rosetta_v06_00988_Order-by-pair-comparisons_order-by-pair-comparisons	O3	12	167
rosetta_v06_00989_Order-two-numerical-lists_order-two-numerical-lists-1	O0	7	125
rosetta_v06_00989_Order-two-numerical-lists_order-two-numerical-lists-1	O1	7	86
rosetta_v06_00989_Order-two-numerical-lists_order-two-numerical-lists-1	O2	7	86
rosetta_v06_00989_Order-two-numerical-lists_order-two-numerical-lists-1	O3	7	86
rosetta_v06_00990_Order-two-numerical-lists_order-two-numerical-lists-2	O0	6	60
rosetta_v06_00990_Order-two-numerical-lists_order-two-numerical-lists-2	O1	6	60
rosetta_v06_00990_Order-two-numerical-lists_order-two-numerical-lists-2	O2	6	60
rosetta_v06_00990_Order-two-numerical-lists_order-two-numerical-lists-2	O3	6	60
rosetta_v06_00991_Ordered-partitions_ordered-partitions-1	O0	12	268
rosetta_v06_00991_Ordered-partitions_ordered-partitions-1	O1	12	241
rosetta_v06_00991_Ordered-partitions_ordered-partitions-1	O2	12	274
rosetta_v06_00991_Ordered-partitions_ordered-partitions-1	O3	12	516
rosetta_v06_00992_Ordered-partitions_ordered-partitions-2	O0	12	216
rosetta_v06_00992_Ordered-partitions_ordered-partitions-2	O1	12	218
rosetta_v06_00992_Ordered-partitions_ordered-partitions-2	O2	12	224
rosetta_v06_00992_Ordered-partitions_ordered-partitions-2	O3	12	345
rosetta_v06_00993_Ordered-words_ordered-words-1	O0	14	300
rosetta_v06_00993_Ordered-words_ordered-words-1	O1	14	272
rosetta_v06_00993_Ordered-words_ordered-words-1	O2	16	294
rosetta_v06_00993_Ordered-words_ordered-words-1	O3	16	301
rosetta_v06_00994_Ordered-words_ordered-words-2	O0	14	366
rosetta_v06_00994_Ordered-words_ordered-words-2	O1	14	309
rosetta_v06_00994_Ordered-words_ordered-words-2	O2	18	326
rosetta_v06_00994_Ordered-words_ordered-words-2	O3	18	326
rosetta_v06_00995_Ordered-words_ordered-words-3	O0	11	245
rosetta_v06_00995_Ordered-words_ordered-words-3	O1	11	225
rosetta_v06_00995_Ordered-words_ordered-words-3	O2	12	253
rosetta_v06_00995_Ordered-words_ordered-words-3	O3	12	250
rosetta_v06_00996_Ormiston-triples_ormiston-triples	O0	12	512
rosetta_v06_00996_Ormiston-triples_ormiston-triples	O1	12	405
rosetta_v06_00996_Ormiston-triples_ormiston-triples	O2	12	474
rosetta_v06_00996_Ormiston-triples_ormiston-triples	O3	12	507
rosetta_v06_00997_Own-digits-power-sum_own-digits-power-sum-2	O0	13	450
rosetta_v06_00997_Own-digits-power-sum_own-digits-power-sum-2	O1	13	319
rosetta_v06_00997_Own-digits-power-sum_own-digits-power-sum-2	O2	14	342
rosetta_v06_00997_Own-digits-power-sum_own-digits-power-sum-2	O3	14	735
rosetta_v06_00998_Own-digits-power-sum_own-digits-power-sum-1	O0	11	257
rosetta_v06_00998_Own-digits-power-sum_own-digits-power-sum-1	O1	11	245
rosetta_v06_00998_Own-digits-power-sum_own-digits-power-sum-1	O2	11	284
rosetta_v06_00998_Own-digits-power-sum_own-digits-power-sum-1	O3	11	428
rosetta_v06_00999_P-value-correction_p-value-correction-1	O0	21	1948
rosetta_v06_00999_P-value-correction_p-value-correction-1	O1	21	1222
rosetta_v06_00999_P-value-correction_p-value-correction-1	O2	21	1446
rosetta_v06_00999_P-value-correction_p-value-correction-1	O3	26	3870
rosetta_v06_01001_Padovan-n-step-number-sequences_padovan-n-step-number-sequences	O0	11	238
rosetta_v06_01001_Padovan-n-step-number-sequences_padovan-n-step-number-sequences	O1	11	195
rosetta_v06_01001_Padovan-n-step-number-sequences_padovan-n-step-number-sequences	O2	11	205
rosetta_v06_01001_Padovan-n-step-number-sequences_padovan-n-step-number-sequences	O3	12	516
rosetta_v06_01002_Padovan-sequence_padovan-sequence	O0	13	395
rosetta_v06_01002_Padovan-sequence_padovan-sequence	O1	13	306
rosetta_v06_01002_Padovan-sequence_padovan-sequence	O2	13	394
rosetta_v06_01002_Padovan-sequence_padovan-sequence	O3	13	508
rosetta_v06_01003_Palindrome-dates_palindrome-dates	O0	11	177
rosetta_v06_01003_Palindrome-dates_palindrome-dates	O1	11	172
rosetta_v06_01003_Palindrome-dates_palindrome-dates	O2	11	181
rosetta_v06_01003_Palindrome-dates_palindrome-dates	O3	11	181
rosetta_v06_01004_Palindrome-detection_palindrome-detection-1	O0	8	100
rosetta_v06_01004_Palindrome-detection_palindrome-detection-1	O1	8	96
rosetta_v06_01004_Palindrome-detection_palindrome-detection-1	O2	8	97
rosetta_v06_01004_Palindrome-detection_palindrome-detection-1	O3	8	97
rosetta_v06_01005_Palindrome-detection_palindrome-detection-2	O0	7	91
rosetta_v06_01005_Palindrome-detection_palindrome-detection-2	O1	7	83
rosetta_v06_01005_Palindrome-detection_palindrome-detection-2	O2	7	88
rosetta_v06_01005_Palindrome-detection_palindrome-detection-2	O3	7	88
rosetta_v06_01007_Palindrome-detection_palindrome-detection-3	O0	7	97
rosetta_v06_01007_Palindrome-detection_palindrome-detection-3	O1	7	78
rosetta_v06_01007_Palindrome-detection_palindrome-detection-3	O2	7	85
rosetta_v06_01007_Palindrome-detection_palindrome-detection-3	O3	7	85
rosetta_v06_01008_Palindromic-gapful-numbers_palindromic-gapful-numbers	O0	15	631
rosetta_v06_01008_Palindromic-gapful-numbers_palindromic-gapful-numbers	O1	15	330
rosetta_v06_01008_Palindromic-gapful-numbers_palindromic-gapful-numbers	O2	15	379
rosetta_v06_01008_Palindromic-gapful-numbers_palindromic-gapful-numbers	O3	15	442
rosetta_v06_01009_Pancake-numbers_pancake-numbers	O0	11	136
rosetta_v06_01009_Pancake-numbers_pancake-numbers	O1	11	127
rosetta_v06_01009_Pancake-numbers_pancake-numbers	O2	11	133
rosetta_v06_01009_Pancake-numbers_pancake-numbers	O3	11	133
rosetta_v06_01010_Pangram-checker_pangram-checker-2	O0	11	143
rosetta_v06_01010_Pangram-checker_pangram-checker-2	O1	11	147
rosetta_v06_01010_Pangram-checker_pangram-checker-2	O2	11	173
rosetta_v06_01010_Pangram-checker_pangram-checker-2	O3	11	173
rosetta_v06_01013_Paraffins_paraffins-1	O0	13	262
rosetta_v06_01013_Paraffins_paraffins-1	O1	13	216
rosetta_v06_01013_Paraffins_paraffins-1	O2	13	227
rosetta_v06_01013_Paraffins_paraffins-1	O3	13	326
rosetta_v06_01017_Parametric-polymorphism_parametric-polymorphism	O0	14	258
rosetta_v06_01017_Parametric-polymorphism_parametric-polymorphism	O1	14	201
rosetta_v06_01017_Parametric-polymorphism_parametric-polymorphism	O2	14	230
rosetta_v06_01017_Parametric-polymorphism_parametric-polymorphism	O3	14	282
rosetta_v06_01018_Parse-an-IP-Address_parse-an-ip-address-3	O0	15	394
rosetta_v06_01018_Parse-an-IP-Address_parse-an-ip-address-3	O1	15	325
rosetta_v06_01018_Parse-an-IP-Address_parse-an-ip-address-3	O2	15	384
rosetta_v06_01018_Parse-an-IP-Address_parse-an-ip-address-3	O3	15	389
rosetta_v06_01019_Parse-an-IP-Address_parse-an-ip-address-1	O0	11	667
rosetta_v06_01019_Parse-an-IP-Address_parse-an-ip-address-1	O1	10	441
rosetta_v06_01019_Parse-an-IP-Address_parse-an-ip-address-1	O2	9	506
rosetta_v06_01019_Parse-an-IP-Address_parse-an-ip-address-1	O3	9	498
rosetta_v06_01021_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-2	O0	12	389
rosetta_v06_01021_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-2	O1	12	307
rosetta_v06_01021_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-2	O2	12	308
rosetta_v06_01021_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-2	O3	12	308
rosetta_v06_01022_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-1	O0	14	371
rosetta_v06_01022_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-1	O1	14	283
rosetta_v06_01022_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-1	O2	14	365
rosetta_v06_01022_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-1	O3	14	365
rosetta_v06_01023_Parsing-RPN-to-infix-conversion_parsing-rpn-to-infix-conversion	O0	17	536
rosetta_v06_01023_Parsing-RPN-to-infix-conversion_parsing-rpn-to-infix-conversion	O1	17	421
rosetta_v06_01023_Parsing-RPN-to-infix-conversion_parsing-rpn-to-infix-conversion	O2	17	478
rosetta_v06_01023_Parsing-RPN-to-infix-conversion_parsing-rpn-to-infix-conversion	O3	17	485
rosetta_v06_01024_Parsing-Shunting-yard-algorithm_parsing-shunting-yard-algorithm	O0	14	703
rosetta_v06_01024_Parsing-Shunting-yard-algorithm_parsing-shunting-yard-algorithm	O1	14	512
rosetta_v06_01024_Parsing-Shunting-yard-algorithm_parsing-shunting-yard-algorithm	O2	14	517
rosetta_v06_01024_Parsing-Shunting-yard-algorithm_parsing-shunting-yard-algorithm	O3	14	560
rosetta_v06_01026_Partial-function-application_partial-function-application-1	O0	13	234
rosetta_v06_01026_Partial-function-application_partial-function-application-1	O1	13	212
rosetta_v06_01026_Partial-function-application_partial-function-application-1	O2	13	206
rosetta_v06_01026_Partial-function-application_partial-function-application-1	O3	13	206
rosetta_v06_01027_Partition-an-integer-x-into-n-primes_partition-an-integer-x-into-n-primes	O0	19	553
rosetta_v06_01027_Partition-an-integer-x-into-n-primes_partition-an-integer-x-into-n-primes	O1	19	447
rosetta_v06_01027_Partition-an-integer-x-into-n-primes_partition-an-integer-x-into-n-primes	O2	28	528
rosetta_v06_01027_Partition-an-integer-x-into-n-primes_partition-an-integer-x-into-n-primes	O3	28	524
rosetta_v06_01029_Pascal-matrix-generation_pascal-matrix-generation	O0	13	498
rosetta_v06_01029_Pascal-matrix-generation_pascal-matrix-generation	O1	13	321
rosetta_v06_01029_Pascal-matrix-generation_pascal-matrix-generation	O2	13	331
rosetta_v06_01029_Pascal-matrix-generation_pascal-matrix-generation	O3	13	360
rosetta_v06_01030_Pascals-triangle_pascals-triangle-1	O0	11	134
rosetta_v06_01030_Pascals-triangle_pascals-triangle-1	O1	11	139
rosetta_v06_01030_Pascals-triangle_pascals-triangle-1	O2	11	145
rosetta_v06_01030_Pascals-triangle_pascals-triangle-1	O3	11	145
rosetta_v06_01031_Pascals-triangle_pascals-triangle-2	O0	11	157
rosetta_v06_01031_Pascals-triangle_pascals-triangle-2	O1	11	138
rosetta_v06_01031_Pascals-triangle_pascals-triangle-2	O2	11	145
rosetta_v06_01031_Pascals-triangle_pascals-triangle-2	O3	11	161
rosetta_v06_01033_Pascals-triangle-Puzzle_pascals-triangle-puzzle-1	O0	11	171
rosetta_v06_01033_Pascals-triangle-Puzzle_pascals-triangle-puzzle-1	O1	11	143
rosetta_v06_01033_Pascals-triangle-Puzzle_pascals-triangle-puzzle-1	O2	11	141
rosetta_v06_01033_Pascals-triangle-Puzzle_pascals-triangle-puzzle-1	O3	11	141
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	O1	12	301
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	O2	12	294
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	O3	12	398
rosetta_v06_01035_Password-generator_password-generator	O0	9	539
rosetta_v06_01035_Password-generator_password-generator	O1	9	390
rosetta_v06_01035_Password-generator_password-generator	O2	9	393
rosetta_v06_01035_Password-generator_password-generator	O3	9	393
rosetta_v06_01037_Peaceful-chess-queen-armies_peaceful-chess-queen-armies	O0	19	715
rosetta_v06_01037_Peaceful-chess-queen-armies_peaceful-chess-queen-armies	O1	19	613
rosetta_v06_01037_Peaceful-chess-queen-armies_peaceful-chess-queen-armies	O2	19	849
rosetta_v06_01037_Peaceful-chess-queen-armies_peaceful-chess-queen-armies	O3	20	1232
rosetta_v06_01039_Pells-equation_pells-equation	O0	13	230
rosetta_v06_01039_Pells-equation_pells-equation	O1	13	189
rosetta_v06_01039_Pells-equation_pells-equation	O2	13	192
rosetta_v06_01039_Pells-equation_pells-equation	O3	13	260
rosetta_v06_01040_Penneys-game_penneys-game	O0	15	329
rosetta_v06_01040_Penneys-game_penneys-game	O1	15	300
rosetta_v06_01040_Penneys-game_penneys-game	O2	15	377
rosetta_v06_01040_Penneys-game_penneys-game	O3	15	511
rosetta_v06_01043_Percolation-Bond-percolation_percolation-bond-percolation	O0	14	471
rosetta_v06_01043_Percolation-Bond-percolation_percolation-bond-percolation	O1	14	428
rosetta_v06_01043_Percolation-Bond-percolation_percolation-bond-percolation	O2	14	469
rosetta_v06_01043_Percolation-Bond-percolation_percolation-bond-percolation	O3	15	642
rosetta_v06_01044_Percolation-Mean-cluster-density_percolation-mean-cluster-density	O0	15	336
rosetta_v06_01044_Percolation-Mean-cluster-density_percolation-mean-cluster-density	O1	15	319
rosetta_v06_01044_Percolation-Mean-cluster-density_percolation-mean-cluster-density	O2	15	374
rosetta_v06_01044_Percolation-Mean-cluster-density_percolation-mean-cluster-density	O3	15	866
rosetta_v06_01045_Percolation-Mean-run-density_percolation-mean-run-density	O0	11	202
rosetta_v06_01045_Percolation-Mean-run-density_percolation-mean-run-density	O1	11	196
rosetta_v06_01045_Percolation-Mean-run-density_percolation-mean-run-density	O2	11	230
rosetta_v06_01045_Percolation-Mean-run-density_percolation-mean-run-density	O3	11	230
rosetta_v06_01046_Percolation-Site-percolation_percolation-site-percolation-2	O0	14	483
rosetta_v06_01046_Percolation-Site-percolation_percolation-site-percolation-2	O1	14	383
rosetta_v06_01046_Percolation-Site-percolation_percolation-site-percolation-2	O2	14	437
rosetta_v06_01046_Percolation-Site-percolation_percolation-site-percolation-2	O3	15	856
rosetta_v06_01047_Percolation-Site-percolation_percolation-site-percolation-1	O0	13	302
rosetta_v06_01047_Percolation-Site-percolation_percolation-site-percolation-1	O1	13	279
rosetta_v06_01047_Percolation-Site-percolation_percolation-site-percolation-1	O2	13	325
rosetta_v06_01047_Percolation-Site-percolation_percolation-site-percolation-1	O3	14	485
rosetta_v06_01048_Perfect-numbers_perfect-numbers-1	O0	11	143
rosetta_v06_01048_Perfect-numbers_perfect-numbers-1	O1	11	147
rosetta_v06_01048_Perfect-numbers_perfect-numbers-1	O2	11	195
rosetta_v06_01048_Perfect-numbers_perfect-numbers-1	O3	11	195
rosetta_v06_01050_Perfect-shuffle_perfect-shuffle	O0	16	336
rosetta_v06_01050_Perfect-shuffle_perfect-shuffle	O1	16	283
rosetta_v06_01050_Perfect-shuffle_perfect-shuffle	O2	16	376
rosetta_v06_01050_Perfect-shuffle_perfect-shuffle	O3	16	431
rosetta_v06_01051_Perfect-totient-numbers_perfect-totient-numbers	O0	12	224
rosetta_v06_01051_Perfect-totient-numbers_perfect-totient-numbers	O1	12	219
rosetta_v06_01051_Perfect-totient-numbers_perfect-totient-numbers	O2	12	227
rosetta_v06_01051_Perfect-totient-numbers_perfect-totient-numbers	O3	12	299
rosetta_v06_01053_Perlin-noise_perlin-noise	O0	15	600
rosetta_v06_01053_Perlin-noise_perlin-noise	O1	15	391
rosetta_v06_01053_Perlin-noise_perlin-noise	O2	15	392
rosetta_v06_01053_Perlin-noise_perlin-noise	O3	15	541
rosetta_v06_01054_Permutation-test_permutation-test-1	O0	11	195
rosetta_v06_01054_Permutation-test_permutation-test-1	O1	11	163
rosetta_v06_01054_Permutation-test_permutation-test-1	O2	11	664
rosetta_v06_01054_Permutation-test_permutation-test-1	O3	11	1037
rosetta_v06_01056_Permutations_permutations-1	O0	14	238
rosetta_v06_01056_Permutations_permutations-1	O1	14	214
rosetta_v06_01056_Permutations_permutations-1	O2	14	260
rosetta_v06_01056_Permutations_permutations-1	O3	14	260
rosetta_v06_01057_Permutations_permutations-3	O0	16	488
rosetta_v06_01057_Permutations_permutations-3	O1	16	386
rosetta_v06_01057_Permutations_permutations-3	O2	16	425
rosetta_v06_01057_Permutations_permutations-3	O3	16	1140
rosetta_v06_01058_Permutations_permutations-2	O0	14	232
rosetta_v06_01058_Permutations_permutations-2	O1	14	193
rosetta_v06_01058_Permutations_permutations-2	O2	14	221
rosetta_v06_01058_Permutations_permutations-2	O3	14	221
rosetta_v06_01059_Permutations-Derangements_permutations-derangements	O0	13	302
rosetta_v06_01059_Permutations-Derangements_permutations-derangements	O1	13	264
rosetta_v06_01059_Permutations-Derangements_permutations-derangements	O2	13	758
rosetta_v06_01059_Permutations-Derangements_permutations-derangements	O3	15	1238
rosetta_v06_01060_Permutations-Rank-of-a-permutation_permutations-rank-of-a-permutation	O0	14	385
rosetta_v06_01060_Permutations-Rank-of-a-permutation_permutations-rank-of-a-permutation	O1	14	269
rosetta_v06_01060_Permutations-Rank-of-a-permutation_permutations-rank-of-a-permutation	O2	14	322
rosetta_v06_01060_Permutations-Rank-of-a-permutation_permutations-rank-of-a-permutation	O3	14	370
rosetta_v06_01061_Permutations-by-swapping_permutations-by-swapping	O0	11	284
rosetta_v06_01061_Permutations-by-swapping_permutations-by-swapping	O1	11	227
rosetta_v06_01061_Permutations-by-swapping_permutations-by-swapping	O2	11	233
rosetta_v06_01061_Permutations-by-swapping_permutations-by-swapping	O3	11	236
rosetta_v06_01062_Pernicious-numbers_pernicious-numbers	O0	11	139
rosetta_v06_01062_Pernicious-numbers_pernicious-numbers	O1	11	144
rosetta_v06_01062_Pernicious-numbers_pernicious-numbers	O2	11	153
rosetta_v06_01062_Pernicious-numbers_pernicious-numbers	O3	11	153
rosetta_v06_01063_Phrase-reversals_phrase-reversals	O0	14	303
rosetta_v06_01063_Phrase-reversals_phrase-reversals	O1	14	235
rosetta_v06_01063_Phrase-reversals_phrase-reversals	O2	15	322
rosetta_v06_01063_Phrase-reversals_phrase-reversals	O3	14	406
rosetta_v06_01065_Pick-random-element_pick-random-element	O0	10	128
rosetta_v06_01065_Pick-random-element_pick-random-element	O1	10	122
rosetta_v06_01065_Pick-random-element_pick-random-element	O2	10	123
rosetta_v06_01065_Pick-random-element_pick-random-element	O3	10	123
rosetta_v06_01068_Pig-the-dice-game-Player_pig-the-dice-game-player	O0	16	430
rosetta_v06_01068_Pig-the-dice-game-Player_pig-the-dice-game-player	O1	13	297
rosetta_v06_01068_Pig-the-dice-game-Player_pig-the-dice-game-player	O2	12	297
rosetta_v06_01068_Pig-the-dice-game-Player_pig-the-dice-game-player	O3	12	297
rosetta_v06_01073_Playing-cards_playing-cards	O0	16	355
rosetta_v06_01073_Playing-cards_playing-cards	O1	16	269
rosetta_v06_01073_Playing-cards_playing-cards	O2	16	306
rosetta_v06_01073_Playing-cards_playing-cards	O3	16	408
rosetta_v06_01075_Plot-coordinate-pairs_plot-coordinate-pairs-2	O0	12	741
rosetta_v06_01075_Plot-coordinate-pairs_plot-coordinate-pairs-2	O1	12	597
rosetta_v06_01075_Plot-coordinate-pairs_plot-coordinate-pairs-2	O2	12	610
rosetta_v06_01075_Plot-coordinate-pairs_plot-coordinate-pairs-2	O3	12	630
rosetta_v06_01079_Pointers-and-references_pointers-and-references-10	O0	11	160
rosetta_v06_01079_Pointers-and-references_pointers-and-references-10	O1	11	158
rosetta_v06_01079_Pointers-and-references_pointers-and-references-10	O2	11	164
rosetta_v06_01079_Pointers-and-references_pointers-and-references-10	O3	11	164
rosetta_v06_01084_Pointers-and-references_pointers-and-references-1	O0	6	60
rosetta_v06_01084_Pointers-and-references_pointers-and-references-1	O1	6	60
rosetta_v06_01084_Pointers-and-references_pointers-and-references-1	O2	6	60
rosetta_v06_01084_Pointers-and-references_pointers-and-references-1	O3	6	60
rosetta_v06_01087_Polymorphic-copy_polymorphic-copy	O0	23	479
rosetta_v06_01087_Polymorphic-copy_polymorphic-copy	O1	23	363
rosetta_v06_01087_Polymorphic-copy_polymorphic-copy	O2	23	404
rosetta_v06_01087_Polymorphic-copy_polymorphic-copy	O3	23	629
rosetta_v06_01089_Polynomial-long-division_polynomial-long-division-3	O0	15	463
rosetta_v06_01089_Polynomial-long-division_polynomial-long-division-3	O1	15	387
