file	TP	FP	FN	P	R	F1
rosetta_v06_00696_Increment-a-numerical-string_increment-a-numerical-string	11	42	1	0.208	0.917	0.338
rosetta_v06_00865_Maximum-triangle-path-sum_maximum-triangle-path-sum	9	15	1	0.375	0.900	0.529
rosetta_v06_00326_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-4	9	31	1	0.225	0.900	0.360
rosetta_v06_01554_Variables_variables-1	6	4	0	0.600	1.000	0.750
rosetta_v06_00013_21-game_21-game	12	29	1	0.293	0.923	0.444
rosetta_v06_00919_Multiplication-tables_multiplication-tables	9	14	1	0.391	0.900	0.545
rosetta_v06_01436_Sum-to-100_sum-to-100-1	15	231	1	0.061	0.938	0.115
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	13	101	1	0.114	0.929	0.203
rosetta_v06_01466_Terminal-control-Inverse-video_terminal-control-inverse-video	9	12	1	0.429	0.900	0.581
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	11	46	1	0.193	0.917	0.319
rosetta_v06_00061_Anagrams_anagrams-1	12	71	1	0.145	0.923	0.250
rosetta_v06_00864_Matrix-transposition_matrix-transposition-2	11	41	1	0.212	0.917	0.344
rosetta_v06_01209_Rock-paper-scissors_rock-paper-scissors-1	10	21	1	0.323	0.909	0.476
rosetta_v06_01516_Two-bullet-roulette_two-bullet-roulette	10	54	1	0.156	0.909	0.267
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	11	20	1	0.355	0.917	0.512
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	9	15	1	0.375	0.900	0.529
rosetta_v06_01508_Trigonometric-functions_trigonometric-functions	9	12	1	0.429	0.900	0.581
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	27	178	1	0.132	0.964	0.232
rosetta_v06_00501_Fibonacci-word_fibonacci-word	13	38	1	0.255	0.929	0.400
rosetta_v06_01518_UPC_upc	13	94	1	0.121	0.929	0.215
rosetta_v06_01309_Smarandache-prime-digital-sequence_smarandache-prime-digital-sequence	11	95	1	0.104	0.917	0.186
